"","symboling","normalized.losses","make","aspiration","num.of.doors","body.style","drive.wheels","engine.location","wheel.base","length","width","height","curb.weight","engine.type","num.of.cylinders","engine.size","fuel.system","bore","stroke","compression.ratio","horsepower","peak.rpm","city.mpg","highway.mpg","price","city.L.100km","highway.L.100km","price_binned","diesel","gas","normalized_length","normalized_width","normalized_height"
"134",2,104,"saab","turbo","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2847,"dohc","<= four",121,"mpfi",3.54,3.07,9,160,5500,19,26,18620,12.3684210526316,9.03846153846154,"Mid->High","No","Yes",1.00623509098531,0.29072270154099,0.95322829012121
"135",2,83,"subaru","std","two","hatchback","fwd","front",93.7,156.9,63.4,53.7,2050,"ohc","<= four",97,"2bbl",3.62,2.36,9,69,4900,31,36,5118,7.58064516129032,6.52777777777778,"Low","No","Yes",-1.40405365897661,-1.18443458942141,-0.0272350940034825
"136",2,83,"subaru","std","two","hatchback","fwd","front",93.7,157.9,63.6,53.7,2120,"ohc","<= four",108,"2bbl",3.62,2.64,8.7,73,4400,26,31,7053,9.03846153846154,7.58064516129032,"Low","No","Yes",-1.32289915561089,-1.0892631512948,-0.0272350940034825
"137",2,83,"subaru","std","two","hatchback","fwd","front",93.3,157.3,63.8,55.7,2240,"ohc","<= four",108,"2bbl",3.62,2.64,8.7,73,4400,26,31,7603,9.03846153846154,7.58064516129032,"Low","No","Yes",-1.37159185763032,-0.994091713168194,0.789817726100428
"138",0,102,"subaru","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2145,"ohc","<= four",108,"2bbl",3.62,2.64,9.5,82,4800,32,37,7126,7.34375,6.35135135135135,"Low","No","Yes",-0.17862065815422,-0.232720208155341,-0.51746678606583
"139",0,102,"subaru","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2190,"ohc","<= four",108,"2bbl",3.62,2.64,9.5,82,4400,28,33,7775,8.39285714285714,7.12121212121212,"Low","No","Yes",-0.17862065815422,-0.232720208155341,-0.51746678606583
"140",0,102,"subaru","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2340,"ohc","<= four",108,"mpfi",3.62,2.64,9,94,5200,26,32,9960,9.03846153846154,7.34375,"Low","No","Yes",-0.17862065815422,-0.232720208155341,-0.51746678606583
"141",0,102,"subaru","std","four","sedan","fwd","front",97,172,65.4,54.3,2385,"ohc","<= four",108,"2bbl",3.62,2.64,9,82,4800,24,25,9233,9.79166666666667,9.4,"Low","No","Yes",-0.17862065815422,-0.232720208155341,0.217880752027688
"142",0,102,"subaru","turbo","four","sedan","fwd","front",97,172,65.4,54.3,2510,"ohc","<= four",108,"mpfi",3.62,2.64,7.7,111,4800,24,29,11259,9.79166666666667,8.10344827586207,"Low","No","Yes",-0.17862065815422,-0.232720208155341,0.217880752027688
"143",0,89,"subaru","std","four","sedan","fwd","front",97,173.5,65.4,53,2290,"ohc","<= four",108,"2bbl",3.62,2.64,9,82,4800,28,32,7463,8.39285714285714,7.34375,"Low","No","Yes",-0.0568889031056387,-0.232720208155341,-0.313203581039852
"144",0,89,"subaru","std","four","sedan","fwd","front",97,173.5,65.4,53,2455,"ohc","<= four",108,"mpfi",3.62,2.64,9,94,5200,25,31,10198,9.4,7.58064516129032,"Low","No","Yes",-0.0568889031056387,-0.232720208155341,-0.313203581039852
"145",0,85,"subaru","std","four","sedan","fwd","front",96.9,173.6,65.4,54.9,2420,"ohc","<= four",108,"2bbl",3.62,2.64,9,82,4800,23,29,8013,10.2173913043478,8.10344827586207,"Low","No","Yes",-0.0487734527690671,-0.232720208155341,0.462996598058862
"146",0,85,"subaru","turbo","four","sedan","fwd","front",96.9,173.6,65.4,54.9,2650,"ohc","<= four",108,"mpfi",3.62,2.64,7.7,111,4800,23,23,11694,10.2173913043478,10.2173913043478,"Low","No","Yes",-0.0487734527690671,-0.232720208155341,0.462996598058862
"147",1,87,"toyota","std","two","hatchback","fwd","front",95.7,158.7,63.6,54.5,1985,"ohc","<= four",92,"2bbl",3.05,3.03,9,62,4800,35,39,5348,6.71428571428571,6.02564102564103,"Low","No","Yes",-1.25797555291831,-1.0892631512948,0.299586034038081
"148",1,87,"toyota","std","two","hatchback","fwd","front",95.7,158.7,63.6,54.5,2040,"ohc","<= four",92,"2bbl",3.05,3.03,9,62,4800,31,38,6338,7.58064516129032,6.18421052631579,"Low","No","Yes",-1.25797555291831,-1.0892631512948,0.299586034038081
"149",1,74,"toyota","std","four","hatchback","fwd","front",95.7,158.7,63.6,54.5,2015,"ohc","<= four",92,"2bbl",3.05,3.03,9,62,4800,31,38,6488,7.58064516129032,6.18421052631579,"Low","No","Yes",-1.25797555291831,-1.0892631512948,0.299586034038081
"150",0,77,"toyota","std","four","sedan","fwd","front",95.7,169.7,63.6,59.1,2280,"ohc","<= four",92,"2bbl",3.05,3.03,9,62,4800,31,37,6918,7.58064516129032,6.35135135135135,"Low","No","Yes",-0.36527601589538,-1.0892631512948,2.17880752027708
"151",0,81,"toyota","std","four","sedan","fwd","front",95.7,169.7,63.6,59.1,2290,"ohc","<= four",92,"2bbl",3.05,3.03,9,62,4800,27,32,7898,8.7037037037037,7.34375,"Low","No","Yes",-0.36527601589538,-1.0892631512948,2.17880752027708
"152",0,91,"toyota","std","four","sedan","fwd","front",95.7,169.7,63.6,59.1,3110,"ohc","<= four",92,"2bbl",3.05,3.03,9,62,4800,27,32,8778,8.7037037037037,7.34375,"Low","No","Yes",-0.36527601589538,-1.0892631512948,2.17880752027708
"153",0,91,"toyota","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2081,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,30,37,6938,7.83333333333333,6.35135135135135,"Low","No","Yes",-0.64120132733883,-0.708577398788371,-0.313203581039852
"154",0,91,"toyota","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2109,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,30,37,7198,7.83333333333333,6.35135135135135,"Low","No","Yes",-0.64120132733883,-0.708577398788371,-0.394908863050245
"155",0,91,"toyota","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2275,"ohc","<= four",110,"idi",3.27,3.35,22.5,56,4500,34,36,7898,6.91176470588235,6.52777777777778,"Low","Yes","No",-0.64120132733883,-0.708577398788371,-0.313203581039852
"156",0,91,"toyota","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2275,"ohc","<= four",110,"idi",3.27,3.35,22.5,56,4500,38,47,7788,6.18421052631579,5,"Low","Yes","No",-0.64120132733883,-0.708577398788371,-0.394908863050245
"157",0,91,"toyota","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2094,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,38,47,7738,6.18421052631579,5,"Low","No","Yes",-0.64120132733883,-0.708577398788371,-0.313203581039852
"158",0,91,"toyota","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2122,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,28,34,8358,8.39285714285714,6.91176470588235,"Low","No","Yes",-0.64120132733883,-0.708577398788371,-0.394908863050245
"159",0,91,"toyota","std","four","sedan","fwd","front",95.7,166.3,64.4,52.8,2140,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,28,34,9258,8.39285714285714,6.91176470588235,"Low","No","Yes",-0.64120132733883,-0.708577398788371,-0.394908863050245
"160",1,168,"toyota","std","two","sedan","rwd","front",94.5,168.7,64,52.6,2169,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,29,34,8058,8.10344827586207,6.91176470588235,"Low","No","Yes",-0.446430519261101,-0.898920275041586,-0.476614145060634
"161",1,168,"toyota","std","two","hatchback","rwd","front",94.5,168.7,64,52.6,2204,"ohc","<= four",98,"2bbl",3.19,3.03,9,70,4800,29,34,8238,8.10344827586207,6.91176470588235,"Low","No","Yes",-0.446430519261101,-0.898920275041586,-0.476614145060634
"162",1,168,"toyota","std","two","sedan","rwd","front",94.5,168.7,64,52.6,2265,"dohc","<= four",98,"mpfi",3.24,3.08,9.4,112,6600,26,29,9298,9.03846153846154,8.10344827586207,"Low","No","Yes",-0.446430519261101,-0.898920275041586,-0.476614145060634
"163",1,168,"toyota","std","two","hatchback","rwd","front",94.5,168.7,64,52.6,2300,"dohc","<= four",98,"mpfi",3.24,3.08,9.4,112,6600,26,29,9538,9.03846153846154,8.10344827586207,"Low","No","Yes",-0.446430519261101,-0.898920275041586,-0.476614145060634
"164",2,134,"toyota","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2540,"ohc","<= four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,8449,9.79166666666667,7.83333333333333,"Low","No","Yes",0.162228255981807,-0.13754877002874,-0.721729991091808
"165",2,134,"toyota","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2536,"ohc","<= four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,9639,9.79166666666667,7.83333333333333,"Low","No","Yes",0.162228255981807,-0.13754877002874,-0.721729991091808
"166",2,134,"toyota","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2551,"ohc","<= four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,9989,9.79166666666667,7.83333333333333,"Low","No","Yes",0.162228255981807,-0.13754877002874,-0.721729991091808
"167",2,134,"toyota","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2679,"ohc","<= four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,11199,9.79166666666667,7.83333333333333,"Low","No","Yes",0.162228255981807,-0.13754877002874,-0.721729991091808
"168",2,134,"toyota","std","two","hatchback","rwd","front",98.4,176.2,65.6,52,2714,"ohc","<= four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,11549,9.79166666666667,7.83333333333333,"Low","No","Yes",0.162228255981807,-0.13754877002874,-0.721729991091808
"169",2,134,"toyota","std","two","hatchback","rwd","front",98.4,176.2,65.6,53,2975,"ohc","<= four",146,"mpfi",3.62,3.5,9.3,116,4800,24,30,17669,9.79166666666667,7.83333333333333,"Low","No","Yes",0.162228255981807,-0.13754877002874,-0.313203581039852
"170",-1,65,"toyota","std","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2326,"ohc","<= four",122,"mpfi",3.31,3.54,8.7,92,4200,29,34,8948,8.10344827586207,6.91176470588235,"Low","No","Yes",0.113535553962375,0.29072270154099,0.462996598058862
"171",-1,65,"toyota","turbo","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2480,"ohc","<= four",110,"idi",3.27,3.35,22.5,73,4500,30,33,10698,7.83333333333333,7.12121212121212,"Low","Yes","No",0.113535553962375,0.29072270154099,0.462996598058862
"172",-1,65,"toyota","std","four","hatchback","fwd","front",102.4,175.6,66.5,53.9,2414,"ohc","<= four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,9988,8.7037037037037,7.34375,"Low","No","Yes",0.113535553962375,0.29072270154099,0.0544701880069069
"173",-1,65,"toyota","std","four","sedan","fwd","front",102.4,175.6,66.5,54.9,2414,"ohc","<= four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,10898,8.7037037037037,7.34375,"Low","No","Yes",0.113535553962375,0.29072270154099,0.462996598058862
"174",-1,65,"toyota","std","four","hatchback","fwd","front",102.4,175.6,66.5,53.9,2458,"ohc","<= four",122,"mpfi",3.31,3.54,8.7,92,4200,27,32,11248,8.7037037037037,7.34375,"Low","No","Yes",0.113535553962375,0.29072270154099,0.0544701880069069
"175",3,197,"toyota","std","two","hatchback","rwd","front",102.9,183.5,67.7,52,2976,"dohc",">= five",171,"mpfi",3.27,3.35,9.3,161,5200,20,24,16558,11.75,9.79166666666667,"Low","No","Yes",0.754656130551572,0.861751330300628,-0.721729991091808
"176",3,197,"toyota","std","two","hatchback","rwd","front",102.9,183.5,67.7,52,3016,"dohc",">= five",171,"mpfi",3.27,3.35,9.3,161,5200,19,24,15998,12.3684210526316,9.79166666666667,"Low","No","Yes",0.754656130551572,0.861751330300628,-0.721729991091808
"177",-1,90,"toyota","std","four","sedan","rwd","front",104.5,187.8,66.5,54.1,3131,"dohc",">= five",171,"mpfi",3.27,3.35,9.2,156,5200,20,24,15690,11.75,9.79166666666667,"Low","No","Yes",1.10362049502417,0.29072270154099,0.136175470017299
"178",-1,NA,"toyota","std","four","sedan","rwd","front",104.5,187.8,66.5,54.1,3151,"dohc",">= five",161,"mpfi",3.27,3.35,9.2,156,5200,19,24,15750,12.3684210526316,9.79166666666667,"Low","No","Yes",1.10362049502417,0.29072270154099,0.136175470017299
"179",2,122,"volkswagen","std","two","sedan","fwd","front",97.3,171.7,65.5,55.7,2261,"ohc","<= four",97,"idi",3.01,3.4,23,52,4800,37,46,7775,6.35135135135135,5.10869565217391,"Low","Yes","No",-0.202967009163938,-0.185134489092041,0.789817726100428
"180",2,122,"volkswagen","std","two","sedan","fwd","front",97.3,171.7,65.5,55.7,2209,"ohc","<= four",109,"mpfi",3.19,3.4,9,85,5250,27,34,7975,8.7037037037037,6.91176470588235,"Low","No","Yes",-0.202967009163938,-0.185134489092041,0.789817726100428
"181",2,94,"volkswagen","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2264,"ohc","<= four",97,"idi",3.01,3.4,23,52,4800,37,46,7995,6.35135135135135,5.10869565217391,"Low","Yes","No",-0.202967009163938,-0.185134489092041,0.789817726100428
"182",2,94,"volkswagen","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2212,"ohc","<= four",109,"mpfi",3.19,3.4,9,85,5250,27,34,8195,8.7037037037037,6.91176470588235,"Low","No","Yes",-0.202967009163938,-0.185134489092041,0.789817726100428
"183",2,94,"volkswagen","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2275,"ohc","<= four",109,"mpfi",3.19,3.4,9,85,5250,27,34,8495,8.7037037037037,6.91176470588235,"Low","No","Yes",-0.202967009163938,-0.185134489092041,0.789817726100428
"184",2,94,"volkswagen","turbo","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2319,"ohc","<= four",97,"idi",3.01,3.4,23,68,4500,37,42,9495,6.35135135135135,5.59523809523809,"Low","Yes","No",-0.202967009163938,-0.185134489092041,0.789817726100428
"185",2,94,"volkswagen","std","four","sedan","fwd","front",97.3,171.7,65.5,55.7,2300,"ohc","<= four",109,"mpfi",3.19,3.4,10,100,5500,26,32,9995,9.03846153846154,7.34375,"Low","No","Yes",-0.202967009163938,-0.185134489092041,0.789817726100428
"186",3,NA,"volkswagen","std","two","hatchback","fwd","front",94.5,159.3,64.2,55.6,2254,"ohc","<= four",109,"mpfi",3.19,3.4,8.5,90,5500,24,29,11595,9.79166666666667,8.10344827586207,"Low","No","Yes",-1.20928285089888,-0.803748836914979,0.748965085095232
"187",3,256,"volkswagen","std","two","hatchback","fwd","front",94.5,165.7,64,51.4,2221,"ohc","<= four",109,"mpfi",3.19,3.4,8.5,90,5500,24,29,9980,9.79166666666667,8.10344827586207,"Low","No","Yes",-0.689894029358264,-0.898920275041586,-0.966845837122982
"188",0,NA,"volkswagen","std","four","sedan","fwd","front",100.4,180.2,66.9,55.1,2661,"ohc",">= five",136,"mpfi",3.19,3.4,8.5,110,5500,19,24,13295,12.3684210526316,9.79166666666667,"Low","No","Yes",0.486846269444692,0.481065577794205,0.544701880069254
"189",0,NA,"volkswagen","turbo","four","sedan","fwd","front",100.4,180.2,66.9,55.1,2579,"ohc","<= four",97,"idi",3.01,3.4,23,68,4500,33,38,13845,7.12121212121212,6.18421052631579,"Low","Yes","No",0.486846269444692,0.481065577794205,0.544701880069254
"190",0,NA,"volkswagen","std","four","sedan","fwd","front",100.4,183.1,66.9,55.1,2563,"ohc","<= four",109,"mpfi",3.19,3.4,9,88,5500,25,31,12290,9.4,7.58064516129032,"Low","No","Yes",0.722194329205283,0.481065577794205,0.544701880069254
"191",-2,103,"volvo","std","four","sedan","rwd","front",104.3,188.8,67.2,56.2,2912,"ohc","<= four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,12940,10.2173913043478,8.39285714285714,"Low","No","Yes",1.18477499838989,0.623822734984112,0.994080931126406
"192",-1,74,"volvo","std","four","sedan","rwd","front",104.3,188.8,67.2,57.5,3034,"ohc","<= four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,13415,10.2173913043478,8.39285714285714,"Low","No","Yes",1.18477499838989,0.623822734984112,1.52516526419395
"193",-2,103,"volvo","std","four","sedan","rwd","front",104.3,188.8,67.2,56.2,2935,"ohc","<= four",141,"mpfi",3.78,3.15,9.5,114,5400,24,28,15985,9.79166666666667,8.39285714285714,"Low","No","Yes",1.18477499838989,0.623822734984112,0.994080931126406
"194",-1,74,"volvo","std","four","sedan","rwd","front",104.3,188.8,67.2,57.5,3042,"ohc","<= four",141,"mpfi",3.78,3.15,9.5,114,5400,24,28,16515,9.79166666666667,8.39285714285714,"Low","No","Yes",1.18477499838989,0.623822734984112,1.52516526419395
"195",-2,103,"volvo","turbo","four","sedan","rwd","front",104.3,188.8,67.2,56.2,3045,"ohc","<= four",130,"mpfi",3.62,3.15,7.5,162,5100,17,22,18420,13.8235294117647,10.6818181818182,"Low","No","Yes",1.18477499838989,0.623822734984112,0.994080931126406
"196",-1,74,"volvo","turbo","four","sedan","rwd","front",104.3,188.8,67.2,57.5,3157,"ohc","<= four",130,"mpfi",3.62,3.15,7.5,162,5100,17,22,18950,13.8235294117647,10.6818181818182,"Mid->High","No","Yes",1.18477499838989,0.623822734984112,1.52516526419395
"197",-1,95,"volvo","std","four","sedan","rwd","front",109.1,188.8,68.9,55.5,2952,"ohc","<= four",141,"mpfi",3.78,3.15,9.5,114,5400,23,28,16845,10.2173913043478,8.39285714285714,"Low","No","Yes",1.18477499838989,1.43277995906027,0.708112444090036
"198",-1,95,"volvo","turbo","four","sedan","rwd","front",109.1,188.8,68.8,55.5,3049,"ohc","<= four",141,"mpfi",3.78,3.15,8.7,160,5300,19,25,19045,12.3684210526316,9.4,"Mid->High","No","Yes",1.18477499838989,1.38519423999696,0.708112444090036
"199",-1,95,"volvo","std","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3012,"ohc",">= five",173,"mpfi",3.58,2.87,8.8,134,5500,18,23,21485,13.0555555555556,10.2173913043478,"Mid->High","No","Yes",1.18477499838989,1.43277995906027,0.708112444090036
"200",-1,95,"volvo","turbo","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3217,"ohc",">= five",145,"idi",3.01,3.4,23,106,4800,26,27,22470,9.03846153846154,8.7037037037037,"Mid->High","Yes","No",1.18477499838989,1.43277995906027,0.708112444090036
"201",-1,95,"volvo","turbo","four","sedan","rwd","front",109.1,188.8,68.9,55.5,3062,"ohc","<= four",141,"mpfi",3.78,3.15,9.5,114,5400,19,25,22625,12.3684210526316,9.4,"Mid->High","No","Yes",1.18477499838989,1.43277995906027,0.708112444090036
